transaction_date,product_id,quantity_sold,current_stock,is_promo
2022-06-20,P0005,286,476,0
2022-06-21,P0005,190,405,1
2022-06-22,P0005,37,327,0
2022-06-23,P0005,41,414,0
2022-06-24,P0005,159,264,0
2022-06-25,P0005,119,194,0
2022-06-26,P0005,74,188,1
2022-06-27,P0005,384,409,1
2022-06-28,P0005,66,152,0
2022-06-29,P0005,121,168,1
2022-06-30,P0005,101,231,0
2022-07-01,P0005,95,183,0
2022-07-02,P0005,201,310,0
2022-07-03,P0005,12,99,1
2022-07-04,P0005,83,154,1
2022-07-05,P0005,92,316,0
2022-07-06,P0005,286,365,0
2022-07-07,P0005,66,96,1
2022-07-08,P0005,21,51,1
2022-07-09,P0005,98,238,1
2022-07-10,P0005,129,250,1
2022-07-11,P0005,251,343,0
2022-07-12,P0005,104,180,1
2022-07-13,P0005,80,276,0
2022-07-14,P0005,49,249,0
2022-07-15,P0005,412,424,0
2022-07-16,P0005,156,299,1
2022-07-17,P0005,154,174,1
2022-07-18,P0005,365,482,0
2022-07-19,P0005,31,182,0
2022-07-20,P0005,119,242,0
2022-07-21,P0005,158,302,0
2022-07-22,P0005,14,407,0
2022-07-23,P0005,196,462,0
2022-07-24,P0005,28,284,0
2022-07-25,P0005,84,239,1
2022-07-26,P0005,86,268,1
2022-07-27,P0005,120,229,1
2022-07-28,P0005,121,173,1
2022-07-29,P0005,397,482,0
2022-07-30,P0005,71,484,0
2022-07-31,P0005,229,399,0
2022-08-01,P0005,165,477,0
2022-08-02,P0005,19,140,0
2022-08-03,P0005,389,452,0
2022-08-04,P0005,62,241,0
2022-08-05,P0005,209,379,1
2022-08-06,P0005,33,221,1
2022-08-07,P0005,276,306,1
2022-08-08,P0005,7,288,1
2022-08-09,P0005,33,199,1
2022-08-10,P0005,13,472,1
2022-08-11,P0005,102,123,0
2022-08-12,P0005,158,184,1
2022-08-13,P0005,4,229,0
2022-08-14,P0005,189,338,1
2022-08-15,P0005,183,274,0
2022-08-16,P0005,201,225,1
2022-08-17,P0005,100,208,1
2022-08-18,P0005,69,186,0
2022-08-19,P0005,273,409,0
2022-08-20,P0005,51,199,0
2022-08-21,P0005,78,180,0
2022-08-22,P0005,47,94,1
2022-08-23,P0005,58,97,1
2022-08-24,P0005,208,346,0
2022-08-25,P0005,74,179,1
2022-08-26,P0005,178,422,1
2022-08-27,P0005,9,352,0
2022-08-28,P0005,36,225,1
2022-08-29,P0005,70,124,1
2022-08-30,P0005,42,437,0
2022-08-31,P0005,205,411,0
2022-09-01,P0005,106,495,0
2022-09-02,P0005,403,440,1
2022-09-03,P0005,158,343,1
2022-09-04,P0005,1,215,1
2022-09-05,P0005,340,490,1
2022-09-06,P0005,154,165,1
2022-09-07,P0005,17,136,0
2022-09-08,P0005,73,260,0
2022-09-09,P0005,15,239,1
2022-09-10,P0005,26,139,0
2022-09-11,P0005,114,314,1
2022-09-12,P0005,314,360,0
2022-09-13,P0005,158,177,0
2022-09-14,P0005,224,291,1
2022-09-15,P0005,66,82,1
2022-09-16,P0005,8,81,0
2022-09-17,P0005,93,450,0
2022-09-18,P0005,385,424,0
2022-09-19,P0005,77,107,1
2022-09-20,P0005,108,316,1
2022-09-21,P0005,285,391,0
2022-09-22,P0005,341,388,0
2022-09-23,P0005,55,66,0
2022-09-24,P0005,246,395,0
2022-09-25,P0005,267,497,0
2022-09-26,P0005,101,288,1
2022-09-27,P0005,87,231,0
2022-09-28,P0005,67,72,0
2022-09-29,P0005,39,386,0
2022-09-30,P0005,97,410,0
2022-10-01,P0005,129,274,1
2022-10-02,P0005,12,88,0
2022-10-03,P0005,129,147,1
2022-10-04,P0005,67,103,0
2022-10-05,P0005,12,58,1
2022-10-06,P0005,50,206,0
2022-10-07,P0005,78,86,0
2022-10-08,P0005,157,207,0
2022-10-09,P0005,195,443,1
2022-10-10,P0005,70,85,1
2022-10-11,P0005,206,426,1
2022-10-12,P0005,297,344,1
2022-10-13,P0005,332,446,1
2022-10-14,P0005,122,265,1
2022-10-15,P0005,81,104,1
2022-10-16,P0005,164,333,1
2022-10-17,P0005,14,57,1
2022-10-18,P0005,172,185,1
2022-10-19,P0005,74,181,0
2022-10-20,P0005,321,472,1
2022-10-21,P0005,10,146,0
2022-10-22,P0005,28,123,0
2022-10-23,P0005,111,204,0
2022-10-24,P0005,51,164,1
2022-10-25,P0005,139,344,1
2022-10-26,P0005,306,327,0
2022-10-27,P0005,74,150,0
2022-10-28,P0005,26,311,1
2022-10-29,P0005,477,498,0
2022-10-30,P0005,319,471,1
2022-10-31,P0005,144,387,0
2022-11-01,P0005,210,347,1
2022-11-02,P0005,1,223,0
2022-11-03,P0005,65,193,0
2022-11-04,P0005,4,123,0
2022-11-05,P0005,151,156,1
2022-11-06,P0005,80,196,1
2022-11-07,P0005,75,372,1
2022-11-08,P0005,47,228,0
2022-11-09,P0005,230,456,1
2022-11-10,P0005,123,131,1
2022-11-11,P0005,105,291,1
2022-11-12,P0005,206,495,0
2022-11-13,P0005,10,347,0
2022-11-14,P0005,44,59,1
2022-11-15,P0005,290,351,0
2022-11-16,P0005,5,76,1
2022-11-17,P0005,78,186,1
2022-11-18,P0005,27,57,1
2022-11-19,P0005,1,178,1
2022-11-20,P0005,63,168,1
2022-11-21,P0005,458,482,0
2022-11-22,P0005,327,379,0
2022-11-23,P0005,6,338,1
2022-11-24,P0005,142,332,0
2022-11-25,P0005,275,333,1
2022-11-26,P0005,292,431,1
2022-11-27,P0005,372,415,0
2022-11-28,P0005,320,351,1
2022-11-29,P0005,112,250,0
2022-11-30,P0005,32,76,1
2022-12-01,P0005,129,242,0
2022-12-02,P0005,287,366,0
2022-12-03,P0005,126,370,1
2022-12-04,P0005,284,499,1
2022-12-05,P0005,306,350,0
2022-12-06,P0005,2,100,1
2022-12-07,P0005,413,438,1
2022-12-08,P0005,65,217,0
2022-12-09,P0005,175,184,0
2022-12-10,P0005,70,145,0
2022-12-11,P0005,36,103,1
2022-12-12,P0005,47,290,0
2022-12-13,P0005,103,123,0
2022-12-14,P0005,16,311,1
2022-12-15,P0005,69,293,0
2022-12-16,P0005,416,465,1
2022-12-17,P0005,37,93,0
2022-12-18,P0005,273,329,1
2022-12-19,P0005,34,487,1
2022-12-20,P0005,22,80,0
2022-12-21,P0005,380,421,0
2022-12-22,P0005,0,77,0
2022-12-23,P0005,319,419,1
2022-12-24,P0005,383,399,0
2022-12-25,P0005,75,452,1
2022-12-26,P0005,169,299,0
2022-12-27,P0005,69,139,0
2022-12-28,P0005,292,409,1
2022-12-29,P0005,85,430,0
2022-12-30,P0005,146,410,0
2022-12-31,P0005,1,56,1
2023-01-01,P0005,70,310,0
2023-01-02,P0005,385,420,0
2023-01-03,P0005,30,112,1
2023-01-04,P0005,169,462,0
2023-01-05,P0005,74,181,0
2023-01-06,P0005,11,451,0
2023-01-07,P0005,149,221,0
2023-01-08,P0005,176,317,0
2023-01-09,P0005,175,197,0
2023-01-10,P0005,137,168,0
2023-01-11,P0005,193,458,0
2023-01-12,P0005,40,194,0
2023-01-13,P0005,302,467,0
2023-01-14,P0005,353,357,1
2023-01-15,P0005,48,463,0
2023-01-16,P0005,31,131,0
2023-01-17,P0005,68,135,0
2023-01-18,P0005,54,144,1
2023-01-19,P0005,216,336,1
2023-01-20,P0005,78,114,1
2023-01-21,P0005,335,400,0
2023-01-22,P0005,52,78,1
2023-01-23,P0005,41,337,1
2023-01-24,P0005,190,471,1
2023-01-25,P0005,16,195,1
2023-01-26,P0005,55,75,0
2023-01-27,P0005,314,323,1
2023-01-28,P0005,83,450,1
2023-01-29,P0005,210,388,1
2023-01-30,P0005,229,306,1
2023-01-31,P0005,395,436,0
2023-02-01,P0005,120,465,0
2023-02-02,P0005,1,379,0
2023-02-03,P0005,32,57,0
2023-02-04,P0005,35,153,0
2023-02-05,P0005,273,448,1
2023-02-06,P0005,54,57,0
2023-02-07,P0005,153,206,1
2023-02-08,P0005,27,98,0
2023-02-09,P0005,156,323,1
2023-02-10,P0005,100,245,0
2023-02-11,P0005,111,213,1
2023-02-12,P0005,20,60,1
2023-02-13,P0005,43,91,0
2023-02-14,P0005,125,126,0
2023-02-15,P0005,73,80,1
2023-02-16,P0005,368,434,1
2023-02-17,P0005,102,159,0
2023-02-18,P0005,47,484,1
2023-02-19,P0005,323,417,1
2023-02-20,P0005,146,451,0
2023-02-21,P0005,23,178,0
2023-02-22,P0005,145,235,0
2023-02-23,P0005,204,304,1
2023-02-24,P0005,52,75,0
2023-02-25,P0005,339,375,0
2023-02-26,P0005,112,221,1
2023-02-27,P0005,118,136,1
2023-02-28,P0005,250,272,1
2023-03-01,P0005,14,148,0
2023-03-02,P0005,204,375,1
2023-03-03,P0005,198,401,0
2023-03-04,P0005,36,114,0
2023-03-05,P0005,25,362,1
2023-03-06,P0005,163,347,1
2023-03-07,P0005,203,222,1
2023-03-08,P0005,40,179,1
2023-03-09,P0005,194,316,0
2023-03-10,P0005,265,456,0
2023-03-11,P0005,32,207,1
2023-03-12,P0005,176,435,1
2023-03-13,P0005,113,377,1
2023-03-14,P0005,65,154,1
2023-03-15,P0005,230,487,0
2023-03-16,P0005,116,148,0
2023-03-17,P0005,112,386,0
2023-03-18,P0005,307,444,0
2023-03-19,P0005,262,328,1
2023-03-20,P0005,74,212,1
2023-03-21,P0005,142,152,1
2023-03-22,P0005,43,386,0
2023-03-23,P0005,77,140,1
2023-03-24,P0005,70,311,1
2023-03-25,P0005,253,322,0
2023-03-26,P0005,32,98,1
2023-03-27,P0005,129,143,0
2023-03-28,P0005,18,301,0
2023-03-29,P0005,78,93,1
2023-03-30,P0005,190,281,0
2023-03-31,P0005,130,286,1
2023-04-01,P0005,28,270,1
2023-04-02,P0005,141,191,0
2023-04-03,P0005,138,219,1
2023-04-04,P0005,183,311,1
2023-04-05,P0005,44,140,0
2023-04-06,P0005,164,164,0
2023-04-07,P0005,298,360,0
2023-04-08,P0005,108,321,0
2023-04-09,P0005,54,107,0
2023-04-10,P0005,237,372,1
2023-04-11,P0005,14,190,1
2023-04-12,P0005,403,445,0
2023-04-13,P0005,148,203,1
2023-04-14,P0005,17,283,1
2023-04-15,P0005,104,301,1
2023-04-16,P0005,17,298,0
2023-04-17,P0005,250,370,1
2023-04-18,P0005,184,246,1
2023-04-19,P0005,142,327,0
2023-04-20,P0005,106,177,1
2023-04-21,P0005,165,264,1
2023-04-22,P0005,14,189,1
2023-04-23,P0005,59,459,0
2023-04-24,P0005,40,437,0
2023-04-25,P0005,8,68,0
2023-04-26,P0005,166,239,1
2023-04-27,P0005,369,455,1
2023-04-28,P0005,198,269,1
2023-04-29,P0005,69,500,0
2023-04-30,P0005,25,179,1
2023-05-01,P0005,280,494,1
2023-05-02,P0005,51,355,1
2023-05-03,P0005,296,368,1
2023-05-04,P0005,150,222,1
2023-05-05,P0005,85,397,0
2023-05-06,P0005,51,128,1
2023-05-07,P0005,168,457,1
2023-05-08,P0005,126,473,0
2023-05-09,P0005,216,339,1
2023-05-10,P0005,23,100,1
2023-05-11,P0005,69,74,1
2023-05-12,P0005,55,381,1
2023-05-13,P0005,285,346,0
2023-05-14,P0005,91,184,1
2023-05-15,P0005,12,233,1
2023-05-16,P0005,3,315,1
2023-05-17,P0005,145,359,1
2023-05-18,P0005,1,128,0
2023-05-19,P0005,52,64,0
2023-05-20,P0005,146,288,1
2023-05-21,P0005,128,136,0
2023-05-22,P0005,10,280,0
2023-05-23,P0005,159,270,1
2023-05-24,P0005,57,97,0
2023-05-25,P0005,94,98,0
2023-05-26,P0005,164,190,1
2023-05-27,P0005,49,53,0
2023-05-28,P0005,28,128,1
2023-05-29,P0005,100,259,1
2023-05-30,P0005,246,286,0
2023-05-31,P0005,106,387,1
2023-06-01,P0005,117,406,0
2023-06-02,P0005,243,482,0
2023-06-03,P0005,42,151,0
2023-06-04,P0005,146,470,0
2023-06-05,P0005,85,90,0
2023-06-06,P0005,51,51,1
2023-06-07,P0005,203,281,1
2023-06-08,P0005,115,286,1
2023-06-09,P0005,19,294,1
2023-06-10,P0005,36,73,0
2023-06-11,P0005,315,406,1
2023-06-12,P0005,306,323,1
2023-06-13,P0005,8,236,1
2023-06-14,P0005,244,340,1
2023-06-15,P0005,54,85,0
2023-06-16,P0005,314,318,1
2023-06-17,P0005,56,272,0
2023-06-18,P0005,125,231,0
2023-06-19,P0005,480,488,1
2023-06-20,P0005,53,235,1
2023-06-21,P0005,71,251,0
2023-06-22,P0005,91,170,1
2023-06-23,P0005,91,307,0
2023-06-24,P0005,376,448,0
2023-06-25,P0005,198,340,0
2023-06-26,P0005,105,162,1
2023-06-27,P0005,175,374,0
2023-06-28,P0005,163,197,0
2023-06-29,P0005,368,415,1
2023-06-30,P0005,89,128,1
2023-07-01,P0005,184,247,0
2023-07-02,P0005,40,309,0
2023-07-03,P0005,76,151,1
2023-07-04,P0005,187,427,1
2023-07-05,P0005,336,433,0
2023-07-06,P0005,205,493,0
2023-07-07,P0005,66,435,0
2023-07-08,P0005,88,199,1
2023-07-09,P0005,70,256,0
2023-07-10,P0005,239,473,1
2023-07-11,P0005,154,214,1
2023-07-12,P0005,226,403,0
2023-07-13,P0005,239,326,0
2023-07-14,P0005,16,394,1
2023-07-15,P0005,56,260,0
2023-07-16,P0005,106,464,0
2023-07-17,P0005,241,254,0
2023-07-18,P0005,30,164,0
2023-07-19,P0005,16,204,1
2023-07-20,P0005,97,225,1
2023-07-21,P0005,316,362,1
2023-07-22,P0005,47,251,0
2023-07-23,P0005,224,386,1
2023-07-24,P0005,109,121,0
2023-07-25,P0005,15,438,0
2023-07-26,P0005,208,218,1
2023-07-27,P0005,78,209,0
2023-07-28,P0005,159,208,0
2023-07-29,P0005,64,97,0
2023-07-30,P0005,135,273,0
2023-07-31,P0005,11,69,0
2023-08-01,P0005,61,83,1
2023-08-02,P0005,8,204,1
2023-08-03,P0005,29,112,1
2023-08-04,P0005,90,202,1
2023-08-05,P0005,389,423,0
2023-08-06,P0005,9,177,0
2023-08-07,P0005,214,325,0
2023-08-08,P0005,23,133,0
2023-08-09,P0005,25,51,1
2023-08-10,P0005,77,264,0
2023-08-11,P0005,59,283,1
2023-08-12,P0005,7,248,1
2023-08-13,P0005,272,290,1
2023-08-14,P0005,348,426,0
2023-08-15,P0005,2,246,1
2023-08-16,P0005,124,207,0
2023-08-17,P0005,27,50,1
2023-08-18,P0005,188,334,1
2023-08-19,P0005,43,66,1
2023-08-20,P0005,25,440,1
2023-08-21,P0005,142,156,0
2023-08-22,P0005,39,116,1
2023-08-23,P0005,179,499,1
2023-08-24,P0005,92,467,0
2023-08-25,P0005,7,448,0
2023-08-26,P0005,72,278,0
2023-08-27,P0005,173,231,0
2023-08-28,P0005,143,176,1
2023-08-29,P0005,30,207,0
2023-08-30,P0005,323,328,1
2023-08-31,P0005,30,73,1
2023-09-01,P0005,65,333,1
2023-09-02,P0005,138,182,0
2023-09-03,P0005,181,365,0
2023-09-04,P0005,104,331,0
2023-09-05,P0005,76,206,0
2023-09-06,P0005,72,222,1
2023-09-07,P0005,410,416,1
2023-09-08,P0005,3,444,0
2023-09-09,P0005,296,427,1
2023-09-10,P0005,161,244,0
2023-09-11,P0005,116,302,0
2023-09-12,P0005,150,150,1
2023-09-13,P0005,175,339,1
2023-09-14,P0005,50,215,0
2023-09-15,P0005,152,171,0
2023-09-16,P0005,165,364,1
2023-09-17,P0005,220,224,1
2023-09-18,P0005,62,249,1
2023-09-19,P0005,40,97,1
2023-09-20,P0005,394,485,1
2023-09-21,P0005,19,62,0
2023-09-22,P0005,443,462,0
2023-09-23,P0005,225,449,0
2023-09-24,P0005,242,303,1
2023-09-25,P0005,76,77,1
2023-09-26,P0005,108,390,1
2023-09-27,P0005,264,291,1
2023-09-28,P0005,32,130,1
2023-09-29,P0005,34,162,0
2023-09-30,P0005,48,96,0
2023-10-01,P0005,29,129,1
2023-10-02,P0005,75,296,1
2023-10-03,P0005,73,186,0
2023-10-04,P0005,30,143,0
2023-10-05,P0005,86,226,0
2023-10-06,P0005,188,427,0
2023-10-07,P0005,5,149,0
2023-10-08,P0005,102,115,1
2023-10-09,P0005,403,404,0
2023-10-10,P0005,33,154,1
2023-10-11,P0005,126,167,1
2023-10-12,P0005,49,168,0
2023-10-13,P0005,87,333,0
2023-10-14,P0005,90,156,0
2023-10-15,P0005,140,323,0
2023-10-16,P0005,73,230,0
2023-10-17,P0005,200,215,1
2023-10-18,P0005,47,375,1
2023-10-19,P0005,47,218,1
2023-10-20,P0005,197,396,0
2023-10-21,P0005,143,215,0
2023-10-22,P0005,80,95,1
2023-10-23,P0005,40,467,1
2023-10-24,P0005,254,274,0
2023-10-25,P0005,49,125,1
2023-10-26,P0005,179,273,0
2023-10-27,P0005,303,410,0
2023-10-28,P0005,169,279,0
2023-10-29,P0005,27,117,0
2023-10-30,P0005,372,374,1
2023-10-31,P0005,21,451,0
2023-11-01,P0005,52,301,0
2023-11-02,P0005,41,164,0
2023-11-03,P0005,193,296,1
2023-11-04,P0005,99,297,1
2023-11-05,P0005,287,292,1
2023-11-06,P0005,115,120,1
2023-11-07,P0005,63,72,1
2023-11-08,P0005,113,192,1
2023-11-09,P0005,152,229,1
2023-11-10,P0005,2,188,1
2023-11-11,P0005,14,144,1
2023-11-12,P0005,248,460,0
2023-11-13,P0005,151,430,0
2023-11-14,P0005,55,125,0
2023-11-15,P0005,392,464,1
2023-11-16,P0005,125,142,0
2023-11-17,P0005,24,70,0
2023-11-18,P0005,35,118,0
2023-11-19,P0005,96,169,1
2023-11-20,P0005,82,476,0
2023-11-21,P0005,169,205,1
2023-11-22,P0005,113,493,1
2023-11-23,P0005,135,444,0
2023-11-24,P0005,12,109,1
2023-11-25,P0005,282,329,1
2023-11-26,P0005,93,254,1
2023-11-27,P0005,18,208,0
2023-11-28,P0005,4,330,0
2023-11-29,P0005,57,97,0
2023-11-30,P0005,134,153,1
2023-12-01,P0005,200,240,1
2023-12-02,P0005,209,304,1
2023-12-03,P0005,287,314,0
2023-12-04,P0005,259,453,1
2023-12-05,P0005,45,223,0
2023-12-06,P0005,191,224,1
2023-12-07,P0005,91,200,0
2023-12-08,P0005,352,362,1
2023-12-09,P0005,125,314,0
2023-12-10,P0005,36,92,0
2023-12-11,P0005,7,50,1
2023-12-12,P0005,84,303,1
2023-12-13,P0005,190,321,1
2023-12-14,P0005,186,187,0
2023-12-15,P0005,187,422,0
2023-12-16,P0005,46,62,0
2023-12-17,P0005,289,332,0
2023-12-18,P0005,176,273,0
2023-12-19,P0005,18,163,0
2023-12-20,P0005,347,407,1
2023-12-21,P0005,217,331,0
2023-12-22,P0005,188,249,0
2023-12-23,P0005,182,308,0
2023-12-24,P0005,98,378,0
2023-12-25,P0005,43,86,1
2023-12-26,P0005,458,476,1
2023-12-27,P0005,35,127,1
2023-12-28,P0005,97,282,0
2023-12-29,P0005,270,346,1
2023-12-30,P0005,132,463,0
2023-12-31,P0005,52,224,0
2024-01-01,P0005,272,471,0
2022-01-01,P0006,128,138,1
2022-01-02,P0006,58,471,1
2022-01-03,P0006,9,57,0
2022-01-04,P0006,8,127,0
2022-01-05,P0006,158,338,1
2022-01-06,P0006,2,57,1
2022-01-07,P0006,23,399,1
2022-01-08,P0006,14,104,0
2022-01-09,P0006,45,199,0
2022-01-10,P0006,151,346,0
2022-01-11,P0006,259,357,1
2022-01-12,P0006,176,376,1
2022-01-13,P0006,135,279,0
2022-01-14,P0006,38,126,0
2022-01-15,P0006,145,294,0
2022-01-16,P0006,383,445,1
2022-01-17,P0006,195,426,0
2022-01-18,P0006,145,350,0
2022-01-19,P0006,12,128,1
2022-01-20,P0006,138,160,0
2022-01-21,P0006,125,449,0
2022-01-22,P0006,66,145,0
2022-01-23,P0006,97,185,1
2022-01-24,P0006,238,396,0
2022-01-25,P0006,77,102,1
2022-01-26,P0006,147,167,1
2022-01-27,P0006,98,207,0
2022-01-28,P0006,3,73,1
2022-01-29,P0006,436,460,1
2022-01-30,P0006,62,291,1
2022-01-31,P0006,22,174,1
2022-02-01,P0006,93,281,1
2022-02-02,P0006,370,403,0
2022-02-03,P0006,44,53,1
2022-02-04,P0006,30,61,0
2022-02-05,P0006,39,215,0
2022-02-06,P0006,64,424,0
2022-02-07,P0006,197,320,0
2022-02-08,P0006,28,105,0
2022-02-09,P0006,35,69,0
2022-02-10,P0006,489,491,1
2022-02-11,P0006,220,254,0
2022-02-12,P0006,95,111,1
2022-02-13,P0006,5,159,1
2022-02-14,P0006,198,216,0
2022-02-15,P0006,186,419,0
2022-02-16,P0006,48,245,1
2022-02-17,P0006,109,155,0
2022-02-18,P0006,399,452,0
2022-02-19,P0006,68,70,0
2022-02-20,P0006,227,278,0
2022-02-21,P0006,327,403,1
2022-02-22,P0006,171,426,0
2022-02-23,P0006,44,81,0
2022-02-24,P0006,129,148,0
2022-02-25,P0006,94,249,0
2022-02-26,P0006,219,338,0
2022-02-27,P0006,61,82,1
2022-02-28,P0006,163,308,1
2022-03-01,P0006,57,377,1
2022-03-02,P0006,121,153,1
2022-03-03,P0006,52,405,1
2022-03-04,P0006,101,117,1
2022-03-05,P0006,28,256,1
2022-03-06,P0006,120,130,1
2022-03-07,P0006,302,361,0
2022-03-08,P0006,53,276,0
2022-03-09,P0006,66,185,1
2022-03-10,P0006,191,218,0
2022-03-11,P0006,202,353,1
2022-03-12,P0006,431,490,1
2022-03-13,P0006,64,196,0
2022-03-14,P0006,46,149,0
2022-03-15,P0006,108,113,0
2022-03-16,P0006,85,227,0
2022-03-17,P0006,48,64,1
2022-03-18,P0006,119,415,1
2022-03-19,P0006,258,394,0
2022-03-20,P0006,133,172,0
2022-03-21,P0006,459,467,0
2022-03-22,P0006,380,382,1
2022-03-23,P0006,91,229,0
2022-03-24,P0006,28,409,1
2022-03-25,P0006,205,238,1
2022-03-26,P0006,17,122,1
2022-03-27,P0006,119,146,0
2022-03-28,P0006,11,62,1
2022-03-29,P0006,34,300,1
2022-03-30,P0006,297,461,1
2022-03-31,P0006,29,161,1
2022-04-01,P0006,169,306,0
2022-04-02,P0006,126,159,1
2022-04-03,P0006,232,275,1
2022-04-04,P0006,199,215,1
2022-04-05,P0006,0,442,1
2022-04-06,P0006,70,116,1
2022-04-07,P0006,25,334,1
2022-04-08,P0006,261,330,0
2022-04-09,P0006,114,398,0
2022-04-10,P0006,131,132,1
2022-04-11,P0006,181,217,0
2022-04-12,P0006,193,349,1
2022-04-13,P0006,134,270,1
2022-04-14,P0006,9,96,0
2022-04-15,P0006,216,303,1
2022-04-16,P0006,27,124,1
2022-04-17,P0006,30,257,1
2022-04-18,P0006,90,494,0
2022-04-19,P0006,123,208,0
2022-04-20,P0006,296,334,0
2022-04-21,P0006,363,371,0
2022-04-22,P0006,43,179,0
2022-04-23,P0006,113,184,0
2022-04-24,P0006,12,69,1
2022-04-25,P0006,213,442,1
2022-04-26,P0006,7,430,0
2022-04-27,P0006,285,407,0
2022-04-28,P0006,227,262,1
2022-04-29,P0006,8,366,0
2022-04-30,P0006,191,272,1
2022-05-01,P0006,62,498,1
2022-05-02,P0006,86,422,1
2022-05-03,P0006,29,63,1
2022-05-04,P0006,306,306,0
2022-05-05,P0006,66,131,0
2022-05-06,P0006,334,345,1
2022-05-07,P0006,13,197,0
2022-05-08,P0006,400,404,0
2022-05-09,P0006,289,358,0
2022-05-10,P0006,178,481,1
2022-05-11,P0006,25,326,1
2022-05-12,P0006,197,268,1
2022-05-13,P0006,81,158,0
2022-05-14,P0006,455,493,1
2022-05-15,P0006,301,303,1
2022-05-16,P0006,31,386,1
2022-05-17,P0006,14,338,0
2022-05-18,P0006,292,314,0
2022-05-19,P0006,124,153,0
2022-05-20,P0006,31,152,1
2022-05-21,P0006,64,98,0
2022-05-22,P0006,13,56,0
2022-05-23,P0006,71,429,0
2022-05-24,P0006,2,60,0
2022-05-25,P0006,160,253,1
2022-05-26,P0006,95,268,0
2022-05-27,P0006,123,380,0
2022-05-28,P0006,188,449,0
2022-05-29,P0006,52,188,0
2022-05-30,P0006,120,441,0
2022-05-31,P0006,83,92,0
2022-06-01,P0006,198,256,1
2022-06-02,P0006,3,462,1
2022-06-03,P0006,104,114,0
2022-06-04,P0006,74,232,1
2022-06-05,P0006,10,319,0
2022-06-06,P0006,140,220,0
2022-06-07,P0006,253,385,1
2022-06-08,P0006,122,218,0
2022-06-09,P0006,131,402,0
2022-06-10,P0006,22,195,1
2022-06-11,P0006,24,63,0
2022-06-12,P0006,65,102,0
2022-06-13,P0006,63,413,1
2022-06-14,P0006,205,499,1
2022-06-15,P0006,43,450,1
2022-06-16,P0006,96,134,1
2022-06-17,P0006,351,378,0
2022-06-18,P0006,162,252,0
2022-06-19,P0006,64,186,0
2022-06-20,P0006,236,375,0
2022-06-21,P0006,99,123,0
2022-06-22,P0006,89,361,1
2022-06-23,P0006,126,239,1
2022-06-24,P0006,45,335,1
2022-06-25,P0006,248,252,0
2022-06-26,P0006,145,498,0
2022-06-27,P0006,139,236,1
2022-06-28,P0006,433,434,0
2022-06-29,P0006,1,237,0
2022-06-30,P0006,50,72,1
2022-07-01,P0006,75,209,0
2022-07-02,P0006,63,121,0
2022-07-03,P0006,28,120,0
2022-07-04,P0006,42,114,0
2022-07-05,P0006,93,422,1
2022-07-06,P0006,52,111,0
2022-07-07,P0006,403,479,0
2022-07-08,P0006,381,439,0
2022-07-09,P0006,450,494,0
2022-07-10,P0006,85,155,0
2022-07-11,P0006,12,74,0
2022-07-12,P0006,37,192,1
2022-07-13,P0006,29,425,1
2022-07-14,P0006,49,410,1
2022-07-15,P0006,153,282,0
2022-07-16,P0006,213,445,1
2022-07-17,P0006,33,62,0
2022-07-18,P0006,318,404,1
2022-07-19,P0006,86,414,0
2022-07-20,P0006,8,54,1
2022-07-21,P0006,3,245,0
2022-07-22,P0006,239,293,1
2022-07-23,P0006,331,401,0
2022-07-24,P0006,38,404,0
2022-07-25,P0006,60,480,1
2022-07-26,P0006,194,399,1
2022-07-27,P0006,71,87,1
2022-07-28,P0006,12,136,0
2022-07-29,P0006,253,348,1
2022-07-30,P0006,29,107,0
2022-07-31,P0006,38,126,1
2022-08-01,P0006,144,333,0
2022-08-02,P0006,53,53,0
2022-08-03,P0006,200,426,0
2022-08-04,P0006,92,216,1
2022-08-05,P0006,70,91,0
2022-08-06,P0006,165,326,1
2022-08-07,P0006,128,484,0
2022-08-08,P0006,113,263,1
2022-08-09,P0006,60,176,1
2022-08-10,P0006,141,455,0
2022-08-11,P0006,191,349,1
2022-08-12,P0006,227,424,0
2022-08-13,P0006,83,387,0
2022-08-14,P0006,85,228,0
2022-08-15,P0006,77,310,0
2022-08-16,P0006,361,441,1
2022-08-17,P0006,107,151,0
2022-08-18,P0006,28,89,0
2022-08-19,P0006,61,254,0
2022-08-20,P0006,4,386,1
2022-08-21,P0006,266,366,1
2022-08-22,P0006,55,134,0
2022-08-23,P0006,109,128,0
2022-08-24,P0006,32,73,0
2022-08-25,P0006,11,56,0
2022-08-26,P0006,59,438,1
2022-08-27,P0006,97,491,1
2022-08-28,P0006,38,64,1
2022-08-29,P0006,254,479,1
2022-08-30,P0006,17,96,1
2022-08-31,P0006,6,420,0
2022-09-01,P0006,72,265,0
2022-09-02,P0006,226,277,1
2022-09-03,P0006,40,82,0
2022-09-04,P0006,143,255,1
2022-09-05,P0006,19,263,0
2022-09-06,P0006,46,266,1
2022-09-07,P0006,26,59,1
2022-09-08,P0006,45,285,0
2022-09-09,P0006,32,122,1
2022-09-10,P0006,45,153,1
2022-09-11,P0006,66,274,1
2022-09-12,P0006,53,60,0
2022-09-13,P0006,97,315,1
2022-09-14,P0006,58,96,0
2022-09-15,P0006,64,81,0
2022-09-16,P0006,270,303,0
2022-09-17,P0006,124,202,1
